latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
31.51974,-95.13096,317.98,1.63,1.26,2022-04-22,1915,A,73,6.1NRT,296.97,23.34,D
32.11656,-92.87972,320.77,1.2,1.09,2022-04-22,1917,A,39,6.1NRT,298.67,15.4,D
32.12617,-92.88201,321.07,1.2,1.09,2022-04-22,1917,A,61,6.1NRT,298.93,16.37,D
32.12821,-92.88929,315.66,1.2,1.09,2022-04-22,1917,A,67,6.1NRT,298.62,11.81,D
33.3853,-83.53476,308.52,1.89,1.34,2022-04-22,1917,A,27,6.1NRT,296.79,10.08,D
32.78812,-89.61403,313.17,1,1,2022-04-22,1917,A,60,6.1NRT,301.08,6.33,D
32.78955,-89.66856,318.83,1,1,2022-04-22,1917,A,71,6.1NRT,302.22,10.69,D
32.71537,-90.44082,312.75,1.01,1,2022-04-22,1917,A,54,6.1NRT,300.54,6.01,D
33.6981,-89.62934,322.06,1.01,1,2022-04-22,1917,A,73,6.1NRT,301.94,13.82,D
33.69661,-89.64005,324.09,1.01,1,2022-04-22,1917,A,76,6.1NRT,302.63,15.99,D
32.84503,-95.07029,318.53,1.52,1.22,2022-04-22,1917,A,73,6.1NRT,295.45,21.41,D
34.31709,-85.17886,314.22,1.53,1.22,2022-04-22,1917,A,61,6.1NRT,300.38,12.58,D
34.31541,-85.1954,313.86,1.53,1.22,2022-04-22,1917,A,58,6.1NRT,298.61,11.95,D
34.44674,-85.11926,310.2,1.55,1.23,2022-04-22,1917,A,49,6.1NRT,298.03,7.97,D
34.3805,-87.50837,331.35,1.16,1.07,2022-04-22,1917,A,84,6.1NRT,300.58,29.76,D
34.37898,-87.52078,325.21,1.16,1.07,2022-04-22,1917,A,78,6.1NRT,301,20.36,D
34.38547,-87.5033,320.23,1.16,1.07,2022-04-22,1917,A,72,6.1NRT,300.09,14.24,D
34.384,-87.51575,337.92,1.16,1.07,2022-04-22,1917,A,88,6.1NRT,302.73,41.8,D
34.39504,-87.50499,338.54,1.16,1.07,2022-04-22,1917,A,89,6.1NRT,300.7,42.72,D
34.39356,-87.51745,332.33,1.16,1.07,2022-04-22,1917,A,85,6.1NRT,300.97,31.05,D
34.63676,-87.08759,320.37,1.22,1.1,2022-04-22,1917,A,59,6.1NRT,305.52,13.04,D
34.78448,-86.94172,321.85,1.24,1.11,2022-04-22,1917,A,74,6.1NRT,303.47,14,D
35.15887,-84.60741,318.02,1.7,1.28,2022-04-22,1917,A,70,6.1NRT,296.67,22.08,D
35.15533,-84.61211,318.22,1.7,1.28,2022-04-22,1917,A,71,6.1NRT,297.05,23.39,D
35.74063,-84.919,345.74,1.66,1.27,2022-04-22,1917,A,93,6.1NRT,300.69,96.46,D
35.73885,-84.93715,346.02,1.65,1.26,2022-04-22,1917,A,93,6.1NRT,301.26,97.18,D
35.75193,-84.92091,322.03,1.66,1.27,2022-04-22,1917,A,76,6.1NRT,299.34,27.25,D
35.75011,-84.93935,323.66,1.65,1.26,2022-04-22,1917,A,77,6.1NRT,298.4,30.59,D
35.75107,-84.92792,330.55,1.66,1.27,2022-04-22,1917,A,75,6.1NRT,300.45,45.75,D
35.93247,-89.71577,319.67,1.02,1.01,2022-04-22,1917,A,64,6.1NRT,297.71,10.76,D
36.22498,-89.52826,314.19,1.04,1.02,2022-04-22,1917,A,41,6.1NRT,300.26,6.68,D
37.24457,-93.20742,312.11,1.07,1.03,2022-04-22,1917,A,48,6.1NRT,299.23,5.08,D
35.8047,-103.82874,337.96,4.57,1.96,2022-04-22,1917,A,87,6.1NRT,307.17,256.19,D
35.79282,-103.87473,322.73,4.61,1.97,2022-04-22,1917,A,66,6.1NRT,305.86,84.99,D
35.78886,-103.82919,324.55,4.57,1.96,2022-04-22,1917,A,73,6.1NRT,306.49,102.85,D
35.80558,-103.83604,337.63,4.57,1.96,2022-04-22,1917,A,87,6.1NRT,306.77,253.68,D
38.04308,-93.76577,318.19,1.09,1.04,2022-04-22,1917,A,64,6.1NRT,301.87,8.88,D
38.12965,-102.46999,321.65,3.25,1.7,2022-04-22,1917,A,35,6.1NRT,295,41.44,D
38.1211,-102.50544,329.68,3.26,1.71,2022-04-22,1917,A,79,6.1NRT,296.17,93.96,D
38.12665,-102.47329,321.12,3.25,1.7,2022-04-22,1917,A,28,6.1NRT,294.84,39.2,D
38.11789,-102.50863,326.27,3.26,1.71,2022-04-22,1917,A,68,6.1NRT,296.3,71.37,D
38.14129,-102.47904,355.42,3.25,1.7,2022-04-22,1917,A,97,6.1NRT,298.36,341.42,D
38.13261,-102.51423,346.05,3.26,1.71,2022-04-22,1917,A,92,6.1NRT,301.08,232.76,D
38.15592,-102.48483,372.15,3.25,1.7,2022-04-22,1917,A,100,6.1NRT,300.45,610,D
38.14729,-102.51994,351.83,3.26,1.71,2022-04-22,1917,A,96,6.1NRT,300.08,297.69,D
38.17916,-102.45542,342.1,3.23,1.7,2022-04-22,1917,A,90,6.1NRT,298.04,183.61,D
38.17057,-102.49058,397.78,3.25,1.7,2022-04-22,1917,A,100,6.1NRT,301.55,1250.09,D
38.16197,-102.52569,337.46,3.26,1.71,2022-04-22,1917,A,86,6.1NRT,288.94,146.16,D
38.19373,-102.4613,367.91,3.23,1.7,2022-04-22,1917,A,100,6.1NRT,298.55,529.65,D
38.18518,-102.49642,398.85,3.25,1.7,2022-04-22,1917,A,100,6.1NRT,298.61,1288.87,D
38.19984,-102.50211,322.88,3.25,1.7,2022-04-22,1917,A,49,6.1NRT,293.38,50.16,D
38.17682,-102.46159,350.14,3.23,1.7,2022-04-22,1919,A,95,6.1NRT,298.79,270.8,D
38.16805,-102.49654,378.57,3.25,1.7,2022-04-22,1919,A,94,6.1NRT,299.52,738.95,D
38.15923,-102.53164,326.56,3.26,1.71,2022-04-22,1919,A,31,6.1NRT,290.31,67,D
38.19139,-102.46745,386.19,3.23,1.7,2022-04-22,1919,A,100,6.1NRT,299.65,921.49,D
38.18267,-102.50235,391.96,3.25,1.7,2022-04-22,1919,A,94,6.1NRT,296.69,1082.24,D
38.19734,-102.50803,325.27,3.25,1.7,2022-04-22,1919,A,52,6.1NRT,293.1,67.88,D
38.34324,-102.4934,329.58,3.21,1.7,2022-04-22,1919,A,51,6.1NRT,300.82,98.6,D
17.53707,-90.49629,410.31,1.49,1.2,2022-04-22,1913,A,100,6.1NRT,305.09,551.73,D
17.53482,-90.51007,473.51,1.49,1.21,2022-04-22,1913,A,100,6.1NRT,315.2,1893.83,D
17.52992,-90.50166,370.72,1.49,1.2,2022-04-22,1913,A,100,6.1NRT,303.49,190.46,D
17.52757,-90.51541,348.36,1.49,1.21,2022-04-22,1913,A,95,6.1NRT,299.62,82.78,D
17.54061,-90.50362,459.08,1.49,1.2,2022-04-22,1913,A,100,6.1NRT,309.32,1477.16,D
17.53826,-90.51739,409.42,1.49,1.21,2022-04-22,1913,A,100,6.1NRT,302.79,543.99,D
17.59964,-90.96088,326.34,1.6,1.24,2022-04-22,1913,A,70,6.1NRT,294.84,36.36,D
17.66602,-90.63263,350.75,1.51,1.21,2022-04-22,1913,A,96,6.1NRT,296.17,98.86,D
17.66369,-90.64662,344.42,1.51,1.21,2022-04-22,1913,A,92,6.1NRT,299.26,76.86,D
17.68832,-90.56498,321.27,1.49,1.21,2022-04-22,1913,A,69,6.1NRT,302.58,18.71,D
17.67678,-90.63463,325.43,1.51,1.21,2022-04-22,1913,A,72,6.1NRT,297.67,24.66,D
17.63272,-90.9672,315.7,1.6,1.24,2022-04-22,1913,A,61,6.1NRT,295.94,13.21,D
17.9347,-89.18243,320.26,1.22,1.1,2022-04-22,1913,A,70,6.1NRT,297.48,13.42,D
17.93286,-89.19373,324.21,1.22,1.1,2022-04-22,1913,A,77,6.1NRT,298.32,18.77,D
17.94262,-89.19546,318.47,1.22,1.1,2022-04-22,1913,A,28,6.1NRT,298.37,9.96,D
17.72486,-90.50726,317.27,1.48,1.2,2022-04-22,1913,A,67,6.1NRT,298.73,13.34,D
17.72253,-90.52097,316.55,1.48,1.2,2022-04-22,1913,A,66,6.1NRT,299.17,12.15,D
17.67756,-90.98219,325.41,1.6,1.24,2022-04-22,1913,A,79,6.1NRT,296.86,30.55,D
17.6785,-91.04378,329.83,1.61,1.25,2022-04-22,1913,A,83,6.1NRT,298.16,40.42,D
17.74731,-90.90454,319.51,1.57,1.24,2022-04-22,1913,A,53,6.1NRT,294.51,20.77,D
17.85186,-90.30027,352.44,1.42,1.18,2022-04-22,1913,A,91,6.1NRT,298.6,102.27,D
17.86233,-90.30225,337.04,1.42,1.18,2022-04-22,1913,A,83,6.1NRT,301.57,51.55,D
17.87942,-90.26455,328.08,1.42,1.18,2022-04-22,1913,A,76,6.1NRT,293.88,32.96,D
17.88769,-90.27956,318.39,1.42,1.18,2022-04-22,1913,A,52,6.1NRT,293.8,15,D
17.73754,-91.16886,318.92,1.64,1.26,2022-04-22,1913,A,52,6.1NRT,298.66,17.16,D
17.80387,-90.84573,322.56,1.55,1.23,2022-04-22,1913,A,45,6.1NRT,300.96,19.61,D
17.78421,-90.96206,313.42,1.58,1.24,2022-04-22,1913,A,44,6.1NRT,289.85,14.5,D
18.16557,-88.74311,319.08,1.15,1.07,2022-04-22,1913,A,45,6.1NRT,300.67,9.26,D
17.75629,-91.33154,336.35,1.68,1.28,2022-04-22,1913,A,87,6.1NRT,296.21,64.44,D
17.75365,-91.34718,351.74,1.69,1.28,2022-04-22,1913,A,96,6.1NRT,296.76,126.03,D
17.75474,-91.33788,348.23,1.68,1.28,2022-04-22,1913,A,94,6.1NRT,296.23,108.46,D
17.75199,-91.35351,322.92,1.69,1.28,2022-04-22,1913,A,73,6.1NRT,295.88,26.99,D
17.56462,-92.46812,312.43,2.06,1.4,2022-04-22,1913,A,52,6.1NRT,294.8,15.29,D
17.95968,-90.34049,320.68,1.43,1.18,2022-04-22,1913,A,64,6.1NRT,298.96,15.5,D
17.82828,-91.11486,325.65,1.62,1.25,2022-04-22,1913,A,72,6.1NRT,296.91,29.3,D
17.8257,-91.12984,319.85,1.62,1.25,2022-04-22,1913,A,42,6.1NRT,298.56,18.92,D
17.947,-90.54657,316.85,1.47,1.2,2022-04-22,1913,A,34,6.1NRT,297.34,12.78,D
17.89877,-91.03596,335.61,1.6,1.24,2022-04-22,1913,A,87,6.1NRT,301.41,53.55,D
17.89629,-91.05078,350.51,1.6,1.25,2022-04-22,1913,A,95,6.1NRT,301.65,108.14,D
17.89865,-91.04139,342.95,1.6,1.24,2022-04-22,1913,A,91,6.1NRT,302.32,76.42,D
17.89608,-91.05619,328.68,1.6,1.25,2022-04-22,1913,A,81,6.1NRT,300.55,34.67,D
18.02394,-90.44055,331.7,1.45,1.19,2022-04-22,1913,A,81,6.1NRT,300.29,37.55,D
17.92834,-91.00134,333.56,1.58,1.24,2022-04-22,1913,A,85,6.1NRT,299.86,44.58,D
17.92581,-91.01602,337.29,1.59,1.24,2022-04-22,1913,A,88,6.1NRT,298.81,54.26,D
17.98943,-90.77516,328.02,1.53,1.22,2022-04-22,1913,A,76,6.1NRT,293.5,34.25,D
18.2333,-89.358,338.7,1.23,1.1,2022-04-22,1913,A,89,6.1NRT,299.4,45.9,D
18.23147,-89.36938,335.12,1.24,1.1,2022-04-22,1913,A,81,6.1NRT,297.85,38.95,D
18.01906,-90.66506,363.74,1.5,1.21,2022-04-22,1913,A,94,6.1NRT,290.77,161.18,D
18.01673,-90.67899,322.62,1.5,1.21,2022-04-22,1913,A,57,6.1NRT,293.84,22.43,D
17.82084,-91.82484,318.03,1.82,1.32,2022-04-22,1913,A,67,6.1NRT,299.42,17.4,D
18.24312,-89.35963,326.57,1.23,1.1,2022-04-22,1913,A,74,6.1NRT,300.31,23.67,D
18.2413,-89.37102,324.93,1.24,1.1,2022-04-22,1913,A,77,6.1NRT,298.71,21.76,D
18.07498,-90.39481,321.33,1.43,1.18,2022-04-22,1913,A,58,6.1NRT,298.96,20.76,D
18.24994,-89.44379,318.16,1.25,1.11,2022-04-22,1913,A,54,6.1NRT,299.29,11.3,D
18.2481,-89.45541,319.91,1.25,1.11,2022-04-22,1913,A,61,6.1NRT,299.26,13.5,D
18.09877,-90.74397,323.92,1.51,1.21,2022-04-22,1913,A,76,6.1NRT,301.48,22.86,D
17.85183,-92.17858,317.7,1.93,1.36,2022-04-22,1913,A,34,6.1NRT,294.14,21.98,D
18.18113,-90.38015,331.94,1.42,1.18,2022-04-22,1913,A,73,6.1NRT,293.71,42.96,D
18.17894,-90.39347,317.32,1.43,1.18,2022-04-22,1913,A,48,6.1NRT,293.61,15.72,D
17.86909,-92.29401,320.55,1.97,1.37,2022-04-22,1913,A,53,6.1NRT,293.85,30.29,D
18.12309,-90.8655,341.95,1.54,1.22,2022-04-22,1913,A,79,6.1NRT,298.69,73.18,D
18.1207,-90.87991,323.78,1.54,1.22,2022-04-22,1913,A,67,6.1NRT,294.64,26.05,D
18.12443,-90.87109,345.16,1.54,1.22,2022-04-22,1913,A,93,6.1NRT,298.82,86.02,D
18.06923,-91.25599,325.14,1.64,1.26,2022-04-22,1913,A,71,6.1NRT,301.79,24.22,D
18.17013,-90.73407,316.59,1.5,1.21,2022-04-22,1913,A,49,6.1NRT,295.33,13.8,D
18.19059,-90.81032,328.05,1.52,1.22,2022-04-22,1913,A,76,6.1NRT,297.27,34.4,D
18.13437,-91.14398,320.4,1.61,1.25,2022-04-22,1913,A,47,6.1NRT,296.97,15.01,D
18.14542,-91.14616,361.79,1.61,1.25,2022-04-22,1913,A,100,6.1NRT,295.5,162.71,D
18.29705,-90.4688,319.92,1.44,1.19,2022-04-22,1913,A,52,6.1NRT,294.18,20.98,D
18.2948,-90.48214,339.71,1.44,1.19,2022-04-22,1913,A,84,6.1NRT,296.99,63.23,D
18.0238,-92.0423,315.61,1.87,1.34,2022-04-22,1913,A,31,6.1NRT,296.09,17.73,D
18.22983,-91.06202,330.7,1.58,1.24,2022-04-22,1913,A,78,6.1NRT,297.89,42.65,D
18.33183,-90.58634,327.16,1.46,1.19,2022-04-22,1913,A,80,6.1NRT,296.78,31.33,D
18.40188,-90.52113,316.84,1.44,1.19,2022-04-22,1913,A,40,6.1NRT,295.88,14.3,D
18.02485,-92.83376,314.13,2.15,1.42,2022-04-22,1913,A,45,6.1NRT,294.76,16.33,D
18.40649,-90.69003,353.67,1.48,1.2,2022-04-22,1913,A,97,6.1NRT,297.58,113.83,D
17.91227,-93.53252,324.43,2.44,1.51,2022-04-22,1913,A,77,6.1NRT,294.4,52.31,D
18.52215,-90.11491,323.56,1.35,1.15,2022-04-22,1913,A,76,6.1NRT,298.8,22.66,D
18.40253,-90.84739,340.22,1.52,1.22,2022-04-22,1913,A,85,6.1NRT,295.67,68.18,D
18.51921,-90.12087,325.73,1.35,1.15,2022-04-22,1913,A,57,6.1NRT,300.33,25.6,D
17.91169,-93.51612,321.28,2.43,1.5,2022-04-22,1913,A,63,6.1NRT,295.09,36.44,D
17.90745,-93.53851,318.84,2.44,1.51,2022-04-22,1913,A,52,6.1NRT,294.32,27.98,D
18.40768,-90.84055,369.62,1.51,1.21,2022-04-22,1913,A,87,6.1NRT,292.54,198.65,D
18.47442,-90.51347,325.46,1.44,1.19,2022-04-22,1913,A,78,6.1NRT,300.77,28,D
18.42085,-90.82853,320.13,1.51,1.21,2022-04-22,1913,A,59,6.1NRT,291.37,22.45,D
18.53726,-90.20265,359.26,1.37,1.16,2022-04-22,1913,A,99,6.1NRT,300.73,117.86,D
18.55807,-90.14098,326.08,1.36,1.15,2022-04-22,1913,A,60,6.1NRT,297.28,25.59,D
18.58929,-90.37743,328.52,1.4,1.17,2022-04-22,1913,A,81,6.1NRT,303.75,22.69,D
18.90586,-88.60706,328.21,1.11,1.05,2022-04-22,1913,A,81,6.1NRT,300.3,22.19,D
18.46259,-91.3872,348.58,1.65,1.26,2022-04-22,1913,A,89,6.1NRT,299.11,109.65,D
18.45997,-91.40254,334.89,1.65,1.26,2022-04-22,1913,A,81,6.1NRT,293.83,60.11,D
18.58689,-91.00428,322.72,1.54,1.22,2022-04-22,1913,A,75,6.1NRT,296.28,22.74,D
18.58442,-91.01868,334.98,1.55,1.23,2022-04-22,1913,A,86,6.1NRT,296.99,52.08,D
18.6758,-90.67449,319.56,1.46,1.19,2022-04-22,1913,A,40,6.1NRT,295.09,20.36,D
18.0948,-94.05086,330.55,2.64,1.56,2022-04-22,1913,A,83,6.1NRT,292.61,102.36,D
18.68098,-91.05716,337.12,1.55,1.23,2022-04-22,1913,A,88,6.1NRT,298.55,56.46,D
18.20168,-94.00954,310.3,2.61,1.55,2022-04-22,1913,A,31,6.1NRT,293.39,16.36,D
18.85748,-91.23863,321.51,1.58,1.24,2022-04-22,1913,A,74,6.1NRT,296.24,22.6,D
19.03449,-90.54561,397.06,1.41,1.18,2022-04-22,1913,A,100,6.1NRT,299.99,377.58,D
19.07067,-90.45753,322.9,1.39,1.17,2022-04-22,1913,A,74,6.1NRT,297.79,19.17,D
19.0685,-90.47057,324.35,1.4,1.17,2022-04-22,1913,A,76,6.1NRT,297.35,22.07,D
19.20833,-89.80583,323.58,1.27,1.12,2022-04-22,1913,A,66,6.1NRT,304.28,18.23,D
19.20642,-89.8177,347.58,1.27,1.12,2022-04-22,1913,A,94,6.1NRT,305.65,69.01,D
19.52496,-89.61747,354.82,1.22,1.1,2022-04-22,1913,A,97,6.1NRT,304.65,81.36,D
19.52815,-89.61281,332.86,1.22,1.1,2022-04-22,1913,A,66,6.1NRT,304.62,23.2,D
19.56429,-89.51405,322.67,1.21,1.09,2022-04-22,1913,A,72,6.1NRT,304.37,13.2,D
19.55139,-89.59355,326.94,1.22,1.1,2022-04-22,1913,A,48,6.1NRT,308.37,11.78,D
19.54953,-89.60495,324.96,1.22,1.1,2022-04-22,1913,A,43,6.1NRT,306.09,8.44,D
19.49821,-90.10666,337.96,1.31,1.13,2022-04-22,1913,A,87,6.1NRT,305.16,42.73,D
19.50827,-90.10852,331.45,1.31,1.13,2022-04-22,1913,A,74,6.1NRT,302.48,28.81,D
19.61713,-89.75368,336.39,1.24,1.11,2022-04-22,1913,A,47,6.1NRT,307.92,34.34,D
19.61447,-90.08377,328.75,1.3,1.13,2022-04-22,1913,A,53,6.1NRT,299.36,22.25,D
19.62253,-90.09776,330.55,1.3,1.13,2022-04-22,1913,A,57,6.1NRT,305.05,26.51,D
19.92357,-88.4113,338.25,1.07,1.03,2022-04-22,1913,A,88,6.1NRT,297.91,37,D
19.92201,-88.42137,332.81,1.07,1.03,2022-04-22,1913,A,84,6.1NRT,300.01,27.83,D
19.94492,-88.45647,330.75,1.07,1.03,2022-04-22,1913,A,82,6.1NRT,299.22,24.17,D
19.95412,-88.45808,319.5,1.07,1.03,2022-04-22,1913,A,63,6.1NRT,297.36,10.48,D
19.99401,-88.98026,335.69,1.12,1.06,2022-04-22,1913,A,86,6.1NRT,304.27,32.01,D
19.82081,-90.14103,332.81,1.3,1.13,2022-04-22,1913,A,83,6.1NRT,306,31.47,D
19.87041,-89.90335,342.95,1.25,1.11,2022-04-22,1913,A,91,6.1NRT,301.98,53.58,D
20.08377,-88.93781,326.46,1.12,1.05,2022-04-22,1913,A,56,6.1NRT,303.42,19.54,D
20.08214,-88.94833,338.78,1.12,1.05,2022-04-22,1913,A,88,6.1NRT,304.58,39.34,D
20.23752,-88.4117,321.25,1.06,1.03,2022-04-22,1913,A,61,6.1NRT,297.88,11.52,D
20.03911,-89.86764,341.95,1.24,1.11,2022-04-22,1913,A,90,6.1NRT,304.43,49.5,D
20.03724,-89.87936,328.21,1.24,1.11,2022-04-22,1913,A,78,6.1NRT,303.21,22.75,D
19.96338,-90.33846,330.14,1.33,1.14,2022-04-22,1913,A,68,6.1NRT,300.85,27.21,D
20.04175,-89.86266,321.62,1.24,1.11,2022-04-22,1913,A,50,6.1NRT,303.1,12.45,D
20.03981,-89.87435,333.33,1.24,1.11,2022-04-22,1913,A,83,6.1NRT,303.96,32.27,D
19.96131,-90.3446,326.18,1.33,1.14,2022-04-22,1913,A,51,6.1NRT,304.92,21.62,D
20.43552,-88.62098,322.38,1.08,1.04,2022-04-22,1913,A,68,6.1NRT,302.92,10.8,D
20.33452,-89.38249,339.39,1.16,1.07,2022-04-22,1913,A,88,6.1NRT,302.93,42.22,D
20.50012,-88.56987,326.12,1.07,1.03,2022-04-22,1913,A,66,6.1NRT,302.93,16.56,D
20.53978,-89.13232,322.89,1.13,1.06,2022-04-22,1913,A,36,6.1NRT,305.4,12.02,D
20.65656,-88.63048,339.55,1.07,1.03,2022-04-22,1913,A,89,6.1NRT,301.36,35.87,D
20.65499,-88.64063,358.18,1.07,1.03,2022-04-22,1913,A,99,6.1NRT,302.54,80.25,D
20.6028,-89.10009,325.74,1.12,1.06,2022-04-22,1913,A,72,6.1NRT,303.37,15.21,D
22.04663,-79.39836,312.61,2.62,1.55,2022-04-22,1913,A,55,6.1NRT,285.52,26.63,D
22.0511,-79.40376,313.15,2.62,1.55,2022-04-22,1913,A,51,6.1NRT,284.06,32.08,D
21.2031,-87.57307,321.36,1.01,1,2022-04-22,1913,A,63,6.1NRT,300.91,9,D
21.1262,-88.21506,342.43,1.04,1.02,2022-04-22,1913,A,90,6.1NRT,302.54,39.29,D
21.12473,-88.22488,327.3,1.04,1.02,2022-04-22,1913,A,77,6.1NRT,299.39,16.52,D
21.0941,-89.19286,317.53,1.12,1.05,2022-04-22,1913,A,32,6.1NRT,299.46,7.63,D
21.34826,-88.02106,328.39,1.02,1.01,2022-04-22,1913,A,64,6.1NRT,305.38,16.6,D
21.08183,-89.77991,330.65,1.19,1.09,2022-04-22,1913,A,80,6.1NRT,300.31,26.18,D
22.70794,-81.38113,339.47,1.91,1.35,2022-04-22,1913,A,84,6.1NRT,296.8,87.85,D
22.50356,-83.36078,336.69,1.39,1.17,2022-04-22,1913,A,86,6.1NRT,308.29,35.32,D
22.98248,-82.59615,337.21,1.58,1.24,2022-04-22,1915,A,88,6.1NRT,300.4,54.61,D
22.98221,-82.60191,331,1.58,1.24,2022-04-22,1915,A,78,6.1NRT,300.07,36.45,D
22.04883,-98.39521,316.29,4.5,1.95,2022-04-22,1915,A,52,6.1NRT,291.66,72.6,D
22.04984,-98.39888,315.17,4.5,1.95,2022-04-22,1915,A,54,6.1NRT,291.92,65.95,D
23.0018,-98.34631,314.75,4.25,1.91,2022-04-22,1915,A,34,6.1NRT,292.66,46.87,D
23.04788,-98.31461,316.18,4.22,1.9,2022-04-22,1915,A,65,6.1NRT,291.25,69.82,D
23.09716,-98.16718,321.43,4.11,1.88,2022-04-22,1915,A,74,6.1NRT,293.81,94.95,D
23.09372,-98.13347,313.2,4.08,1.87,2022-04-22,1915,A,49,6.1NRT,291.27,33.95,D
23.08537,-98.17108,320.65,4.11,1.88,2022-04-22,1915,A,72,6.1NRT,296.31,89.86,D
23.05986,-98.28561,310.65,4.19,1.9,2022-04-22,1915,A,39,6.1NRT,292.18,36.37,D
23.05182,-98.32167,314.15,4.22,1.9,2022-04-22,1915,A,60,6.1NRT,291.61,61.34,D
23.40631,-98.18491,321.56,4.05,1.87,2022-04-22,1915,A,74,6.1NRT,295.6,92.93,D
23.41103,-98.18935,319.72,4.05,1.87,2022-04-22,1915,A,72,6.1NRT,295.94,83.57,D
32.55764,-116.9502,320.38,1.11,1.05,2022-04-22,2055,A,47,6.1NRT,299.64,12.7,D
33.41668,-110.87012,322.09,1.31,1.14,2022-04-22,2055,A,61,6.1NRT,304.64,14.05,D
35.81084,-103.84142,346.49,3.95,1.85,2022-04-22,2055,A,87,6.1NRT,304.44,323.11,D
35.80333,-103.80212,326.42,3.97,1.85,2022-04-22,2055,A,62,6.1NRT,304.77,96.22,D
35.81771,-103.85029,337.16,3.95,1.85,2022-04-22,2055,A,87,6.1NRT,303.86,202.28,D
35.72771,-105.48203,357.92,3.09,1.67,2022-04-22,2055,A,99,6.1NRT,298.14,387.3,D
35.72546,-105.51824,328.66,3.08,1.67,2022-04-22,2055,A,79,6.1NRT,294.87,107.36,D
35.8367,-103.80312,328.33,3.97,1.85,2022-04-22,2055,A,78,6.1NRT,301.51,107.08,D
35.83441,-103.8496,333.09,3.95,1.85,2022-04-22,2055,A,83,6.1NRT,304.52,157.47,D
35.74476,-105.4499,370.02,3.11,1.67,2022-04-22,2055,A,100,6.1NRT,295.42,572.51,D
35.74253,-105.48532,423.99,3.09,1.67,2022-04-22,2055,A,100,6.1NRT,311.9,2183.93,D
35.7402,-105.52224,354.6,3.08,1.67,2022-04-22,2055,A,97,6.1NRT,300.62,340.31,D
35.85336,-103.80418,355.61,3.97,1.85,2022-04-22,2055,A,98,6.1NRT,306.92,463.17,D
35.85098,-103.85133,359.58,3.95,1.85,2022-04-22,2055,A,99,6.1NRT,307.06,535.84,D
35.76457,-105.37534,351.44,3.14,1.68,2022-04-22,2055,A,96,6.1NRT,298.59,314.26,D
35.76205,-105.41491,369.3,3.13,1.68,2022-04-22,2055,A,100,6.1NRT,297.45,567.05,D
35.75976,-105.45103,366.45,3.11,1.67,2022-04-22,2055,A,100,6.1NRT,292.56,517.52,D
35.75726,-105.48998,398.73,3.09,1.67,2022-04-22,2055,A,100,6.1NRT,296.47,1239.2,D
35.75491,-105.52654,412.55,3.08,1.67,2022-04-22,2055,A,100,6.1NRT,306.2,1704.83,D
35.75264,-105.56169,322,3.06,1.66,2022-04-22,2055,A,64,6.1NRT,293.33,81.21,D
35.87001,-103.80542,360.63,3.97,1.85,2022-04-22,2055,A,100,6.1NRT,305.9,560.47,D
35.86766,-103.85125,349.56,3.95,1.85,2022-04-22,2055,A,94,6.1NRT,305.96,364.6,D
35.76977,-105.52853,349.77,3.08,1.67,2022-04-22,2055,A,95,6.1NRT,289.11,299.58,D
35.84081,-103.80801,337.38,3.97,1.85,2022-04-22,2055,A,87,6.1NRT,303.96,198.29,D
35.83875,-103.85509,331.99,3.95,1.85,2022-04-22,2055,A,83,6.1NRT,304.96,143.18,D
35.76194,-105.38026,350.9,3.14,1.68,2022-04-22,2055,A,95,6.1NRT,298.73,308.36,D
35.75964,-105.42059,351.95,3.13,1.68,2022-04-22,2055,A,96,6.1NRT,296.33,320.14,D
35.75763,-105.45573,376.06,3.11,1.67,2022-04-22,2055,A,100,6.1NRT,294.38,693.51,D
35.7554,-105.49439,390.18,3.09,1.67,2022-04-22,2055,A,100,6.1NRT,299.94,1001.93,D
35.75328,-105.53104,384.75,3.08,1.67,2022-04-22,2055,A,100,6.1NRT,304.43,867.9,D
35.85747,-103.80914,362.54,3.97,1.85,2022-04-22,2055,A,100,6.1NRT,306.99,599.35,D
35.85534,-103.85671,351.53,3.95,1.85,2022-04-22,2055,A,96,6.1NRT,306.62,396.06,D
35.77045,-105.49396,339.47,3.09,1.67,2022-04-22,2055,A,89,6.1NRT,288.5,201.28,D
35.7681,-105.53381,368.76,3.08,1.67,2022-04-22,2055,A,100,6.1NRT,291.95,557.58,D
35.87412,-103.81042,357.59,3.97,1.85,2022-04-22,2055,A,98,6.1NRT,305.16,503.33,D
35.87202,-103.85632,336.78,3.95,1.85,2022-04-22,2055,A,87,6.1NRT,305.34,198.14,D
34.55941,-117.39288,316.3,1.09,1.04,2022-04-22,2055,A,62,6.1NRT,298.01,5.56,D
36.22012,-104.97508,352.33,3.37,1.73,2022-04-22,2055,A,96,6.1NRT,300.62,342.92,D
36.23567,-104.97591,333.65,3.37,1.73,2022-04-22,2055,A,85,6.1NRT,298.69,146.64,D
36.26907,-104.93938,375.34,3.39,1.74,2022-04-22,2055,A,100,6.1NRT,301.99,733.11,D
36.26665,-104.97961,345.16,3.37,1.73,2022-04-22,2055,A,93,6.1NRT,298.48,252.94,D
